1231283029953392647 ||||| Blame, Negative, Demoralizing Speech :: Yes || Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Dialect :: Middle East || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Yes
1233039261190021120 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233410541781233664 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233123435976568843 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1232728566804209665 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233233163540824064 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233393567864950785 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1232753493104119811 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1235972481229430784 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1232784230482153476 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1232727597139677184 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1232710727078744064 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1232739952380841984 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233094867082977282 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233026235242106883 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1232771230714998786 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233028103368331264 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233453428736741378 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1234205645987098625 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233094658932252672 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233071386274516993 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1234171430725705728 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233052736356339713 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1232733233659416576 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233235433473085442 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233001745481191428 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1309054354259881984 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308673694076743680 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308759639539019776 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308667965970186241 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308729979199516678 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308767052308643846 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308706911316045825 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308713359349514243 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308757436707278848 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308816332075474944 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308709690969329665 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308767233557114880 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308837289162952704 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1309020442364129283 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1297609979571077120 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1327626501739712513 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308787272221941763 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308805313458507783 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1327664561332379651 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1294348068125474817 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1297608482380812290 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1297737105653796870 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1297968919790022656 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1222142161174401030 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1308706729497104385 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
